Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
144	561	0	1.6411232	101328.931	101328.932	101328.925	101328.941	0.0124584724	0.0883363954	0	100	0	0	3
145	564	0	1.65251989	101328.931	101328.932	101328.925	101328.941	0.0124567626	0.0883363954	0	100	0	0	3
146	567	0	1.66391658	101328.932	101328.932	101328.925	101328.941	0.012467309	0.0883363954	0	100	0	0	3
147	570	0	1.67531327	101328.93	101328.932	101328.925	101328.941	0.0124424616	0.0883363954	0	100	0	0	3
148	574	0	1.68670995	101328.931	101328.932	101328.925	101328.941	0.0125031766	0.0883363954	0	100	0	0	3
149	577	0	1.69810664	101328.931	101328.931	101328.925	101328.941	0.0126163674	0.0883363954	0	100	0	0	3
150	580	0	1.70950333	101328.933	101328.931	101328.925	101328.941	0.0126470121	0.0883363954	0	100	0	0	3
151	583	0	1.72090002	101328.934	101328.931	101328.925	101328.941	0.0126679835	0.0883363954	0	100	0	0	3
152	586	0	1.73229671	101328.933	101328.931	101328.925	101328.94	0.0127592458	0.0883363954	0	100	0	0	3
153	589	0	1.7436934	101328.933	101328.931	101328.925	101328.94	0.0129136645	0.0883363954	0	100	0	0	3
154	592	0	1.75509009	101328.933	101328.931	101328.925	101328.937	0.0128012746	0.0883363954	0	100	0	0	3
155	595	0	1.76648678	101328.933	101328.931	101328.925	101328.937	0.0125721926	0.0883363954	0	100	0	0	3
156	598	0	1.77788347	101328.933	101328.931	101328.925	101328.937	0.0125721926	0.0883363954	0	100	0	0	3
157	601	0	1.78928015	101328.935	101328.931	101328.925	101328.937	0.0125721926	0.0883363954	0	100	0	0	3
158	605	0	1.80067684	101328.934	101328.93	101328.925	101328.936	0.0112968843	0.0883363954	0	100	0	0	3
159	608	0	1.81207353	101328.933	101328.93	101328.925	101328.936	0.0112968843	0.0883363954	0	100	0	0	3
