Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
136	536	0	1.54994969	101327.298	101327.295	101327.284	101327.305	0.0204445156	0.110923805	0	0	0	0	3
137	539	0	1.56134638	101327.299	101327.296	101327.284	101327.305	0.0204445156	0.110923805	0	0	0	0	3
138	543	0	1.57274307	101327.299	101327.296	101327.284	101327.305	0.0204445156	0.110923805	0	0	0	0	3
139	546	0	1.58413975	101327.297	101327.296	101327.284	101327.305	0.0204445156	0.110923805	0	0	0	0	3
140	549	0	1.59553644	101327.297	101327.296	101327.284	101327.305	0.0204445156	0.110923805	0	0	0	0	3
141	552	0	1.60693313	101327.297	101327.297	101327.285	101327.305	0.0200042263	0.110923805	0	0	0	0	3
142	555	0	1.61832982	101327.3	101327.297	101327.285	101327.305	0.0197332618	0.110923805	0	0	0	0	3
143	558	0	1.62972651	101327.3	101327.297	101327.286	101327.305	0.0189140945	0.110923805	0	0	0	0	3
144	561	0	1.6411232	101327.301	101327.298	101327.287	101327.305	0.017560106	0.110923805	0	0	0	0	3
145	564	0	1.65251989	101327.3	101327.298	101327.293	101327.305	0.0121375146	0.110923805	0	0	0	0	3
146	567	0	1.66391658	101327.303	101327.298	101327.293	101327.305	0.0121375146	0.110923805	0	0	0	0	3
147	570	0	1.67531327	101327.302	101327.298	101327.293	101327.305	0.0121375146	0.110923805	0	0	0	0	3
148	574	0	1.68670995	101327.304	101327.299	101327.293	101327.305	0.0121375146	0.110923805	0	0	0	0	3
149	577	0	1.69810664	101327.303	101327.299	101327.293	101327.305	0.0121375146	0.110923805	0	0	0	0	3
150	580	0	1.70950333	101327.306	101327.299	101327.293	101327.306	0.0134958168	0.110923805	0	0	0	0	3
151	583	0	1.72090002	101327.307	101327.299	101327.293	101327.307	0.0129619074	0.110923805	0	0	0	0	3
152	586	0	1.73229671	101327.306	101327.299	101327.293	101327.307	0.0121715028	0.110923805	0	0	0	0	3
153	589	0	1.7436934	101327.307	101327.299	101327.293	101327.307	0.0114227891	0.110923805	0	0	0	0	3
154	592	0	1.75509009	101327.307	101327.3	101327.293	101327.307	0.0108122107	0.110923805	0	0	0	0	3
155	595	0	1.76648678	101327.305	101327.3	101327.293	101327.307	0.010124547	0.110923805	0	0	0	0	3
156	598	0	1.77788347	101327.306	101327.3	101327.293	101327.307	0.00961540018	0.110923805	0	0	0	0	3
157	601	0	1.78928015	101327.306	101327.3	101327.293	101327.307	0.00916615753	0.110923805	0	0	0	0	3
158	605	0	1.80067684	101327.305	101327.3	101327.293	101327.307	0.00873152903	0.110923805	0	0	0	0	3
159	608	0	1.81207353	101327.305	101327.3	101327.293	101327.307	0.00836136928	0.110923805	0	0	0	0	3
160	611	0	1.82347022	101327.304	101327.3	101327.293	101327.307	0.00802410835	0.110923805	0	0	0	0	3
161	614	0	1.83486691	101327.303	101327.3	101327.293	101327.307	0.00765158297	0.110923805	0	0	0	0	3
162	617	0	1.8462636	101327.304	101327.3	101327.293	101327.307	0.00736697931	0.110923805	0	0	0	0	3
163	620	0	1.85766029	101327.302	101327.3	101327.293	101327.307	0.0070645369	0.110923805	0	0	0	0	3
164	623	0	1.86905698	101327.304	101327.3	101327.293	101327.307	0.00691626922	0.110923805	0	0	0	0	3
165	626	0	1.88045367	101327.303	101327.3	101327.293	101327.307	0.00685977259	0.110923805	0	0	0	0	3
166	629	0	1.89185035	101327.306	101327.3	101327.293	101327.307	0.00695251004	0.110923805	0	0	0	0	3
167	633	0	1.90324704	101327.305	101327.301	101327.293	101327.307	0.00698657539	0.110923805	0	0	0	0	3
168	636	0	1.91464373	101327.308	101327.301	101327.293	101327.308	0.00723091849	0.110923805	0	0	0	0	3
169	639	0	1.92604042	101327.304	101327.301	101327.293	101327.308	0.00736440725	0.110923805	0	0	0	0	3
170	642	0	1.93743711	101327.307	101327.301	101327.293	101327.308	0.00756711852	0.110923805	0	0	0	0	3
171	645	0	1.9488338	101327.308	101327.302	101327.293	101327.308	0.00781219479	0.110923805	0	0	0	0	3
172	648	0	1.96023049	101327.312	101327.302	101327.293	101327.312	0.00811742253	0.110923805	0	0	0	0	3
173	651	0	1.97162718	101327.309	101327.302	101327.293	101327.312	0.00837983376	0.110923805	0	0	0	0	3
174	654	0	1.98302387	101327.314	101327.303	101327.293	101327.314	0.00870720316	0.110923805	0	0	0	0	3
175	657	0	1.99442055	101327.311	101327.303	101327.294	101327.314	0.008915899	0.110923805	0	0	0	0	3
176	660	0	2.00581724	101327.316	101327.304	101327.294	101327.316	0.00919971649	0.110923805	0	0	0	0	3
177	663	0	2.01721393	101327.316	101327.304	101327.296	101327.316	0.00947162212	0.110923805	0	0	0	0	3
178	666	0	2.02861062	101327.318	101327.305	101327.297	101327.318	0.00972880228	0.110923805	0	0	0	0	3
179	669	0	2.04000731	101327.316	101327.305	101327.297	101327.318	0.00986508559	0.110923805	0	0	0	0	3
180	672	0	2.051404	101327.319	101327.306	101327.297	101327.319	0.0101066973	0.110923805	0	0	0	0	3
181	676	0	2.06280069	101327.319	101327.306	101327.297	101327.319	0.0102627171	0.110923805	0	0	0	0	3
182	679	0	2.07419738	101327.318	101327.307	101327.297	101327.319	0.0104657495	0.110923805	0	0	0	0	3
183	682	0	2.08559407	101327.317	101327.307	101327.297	101327.319	0.0106389343	0.110923805	0	0	0	0	3
184	685	0	2.09699075	101327.317	101327.308	101327.297	101327.319	0.0107965869	0.110923805	0	0	0	0	3
185	688	0	2.10838744	101327.315	101327.308	101327.3	101327.319	0.0108614808	0.110923805	0	0	0	0	3
186	691	0	2.11978413	101327.318	101327.308	101327.3	101327.319	0.0109344873	0.110923805	0	0	0	0	3
187	694	0	2.13118082	101327.316	101327.309	101327.3	101327.319	0.0109352977	0.110923805	0	0	0	0	3
